,hpo_id,hpo_term,ddd_freq,metamap_freq,identifier
29,HP:0001552,barrel-shaped chest,1.0,,"LZTR1,NOONAN SYNDROME 10"
30,HP:0002162,low posterior hairline,1.0,2.0,"LZTR1,NOONAN SYNDROME 10"
31,HP:0001790,nonimmune hydrops fetalis,1.0,1.0,"LZTR1,NOONAN SYNDROME 10"
32,HP:0001258,spastic paraplegia,1.0,,"LZTR1,NOONAN SYNDROME 10"
33,HP:0004467,preauricular pit,1.0,,"LZTR1,NOONAN SYNDROME 10"
34,HP:0001667,right ventricular hypertrophy,1.0,,"LZTR1,NOONAN SYNDROME 10"
35,HP:0001433,hepatosplenomegaly,1.0,,"LZTR1,NOONAN SYNDROME 10"
36,HP:0000592,blue sclerae,1.0,,"LZTR1,NOONAN SYNDROME 10"
37,HP:0001256,"intellectual disability, mild",1.0,1.0,"LZTR1,NOONAN SYNDROME 10"
38,HP:0001680,coarctation of aorta,1.0,,"LZTR1,NOONAN SYNDROME 10"
39,HP:0007687,unilateral ptosis,1.0,,"LZTR1,NOONAN SYNDROME 10"
40,HP:0001629,ventricular septal defect,1.0,3.0,"LZTR1,NOONAN SYNDROME 10"
41,HP:0000028,cryptorchidism,1.0,7.0,"LZTR1,NOONAN SYNDROME 10"
42,HP:0000369,low-set ears,1.0,11.0,"LZTR1,NOONAN SYNDROME 10"
43,HP:0002020,gastroesophageal reflux,1.0,,"LZTR1,NOONAN SYNDROME 10"
44,HP:0004209,clinodactyly of the 5th finger,1.0,,"LZTR1,NOONAN SYNDROME 10"
45,HP:0000750,delayed speech and language development,1.0,,"LZTR1,NOONAN SYNDROME 10"
46,HP:0004691,2-3 toe syndactyly,1.0,,"LZTR1,NOONAN SYNDROME 10"
47,HP:0000768,pectus carinatum,1.0,3.0,"LZTR1,NOONAN SYNDROME 10"
48,HP:0000954,single transverse palmar crease,1.0,,"LZTR1,NOONAN SYNDROME 10"
49,HP:0000486,strabismus,1.0,,"LZTR1,NOONAN SYNDROME 10"
50,HP:0001290,generalized hypotonia,1.0,,"LZTR1,NOONAN SYNDROME 10"
51,HP:0030680,abnormality of cardiovascular system morphology,1.0,20.0,"LZTR1,NOONAN SYNDROME 10"
52,HP:0011344,severe global developmental delay,1.0,,"LZTR1,NOONAN SYNDROME 10"
53,HP:0011471,gastrostomy tube feeding in infancy,1.0,,"LZTR1,NOONAN SYNDROME 10"
54,HP:0001250,seizures,1.0,2.0,"LZTR1,NOONAN SYNDROME 10"
55,HP:0000347,micrognathia,1.0,2.0,"LZTR1,NOONAN SYNDROME 10"
56,HP:0000252,microcephaly,1.0,,"LZTR1,NOONAN SYNDROME 10"
57,HP:0000540,hypermetropia,1.0,,"LZTR1,NOONAN SYNDROME 10"
58,HP:0002827,hip dislocation,1.0,,"LZTR1,NOONAN SYNDROME 10"
59,HP:0001631,atrial septal defect,1.0,5.0,"LZTR1,NOONAN SYNDROME 10"
60,HP:0000729,autistic behavior,1.0,,"LZTR1,NOONAN SYNDROME 10"
61,HP:0001647,bicuspid aortic valve,1.0,1.0,"LZTR1,NOONAN SYNDROME 10"
62,HP:0001328,specific learning disability,1.0,,"LZTR1,NOONAN SYNDROME 10"
63,HP:0003196,short nose,1.0,,"LZTR1,NOONAN SYNDROME 10"
64,HP:0000708,behavioral abnormality,1.0,,"LZTR1,NOONAN SYNDROME 10"
65,HP:0005487,prominent metopic ridge,1.0,,"LZTR1,NOONAN SYNDROME 10"
66,HP:0000316,hypertelorism,1.0,11.0,"LZTR1,NOONAN SYNDROME 10"
67,HP:0002943,thoracic scoliosis,1.0,,"LZTR1,NOONAN SYNDROME 10"
68,HP:0002714,downturned corners of mouth,1.0,,"LZTR1,NOONAN SYNDROME 10"
69,HP:0001561,polyhydramnios,1.0,1.0,"LZTR1,NOONAN SYNDROME 10"
70,HP:0000243,trigonocephaly,1.0,,"LZTR1,NOONAN SYNDROME 10"
71,HP:0001905,congenital thrombocytopenia,1.0,,"LZTR1,NOONAN SYNDROME 10"
72,HP:0001249,intellectual disability,,13.0,"LZTR1,NOONAN SYNDROME 10"
73,HP:0001642,pulmonic stenosis,,11.0,"LZTR1,NOONAN SYNDROME 10"
74,HP:0003510,severe short stature,,8.0,"LZTR1,NOONAN SYNDROME 10"
75,HP:0004482,relative macrocephaly,,7.0,"LZTR1,NOONAN SYNDROME 10"
76,HP:0003764,nevus,,5.0,"LZTR1,NOONAN SYNDROME 10"
77,HP:0001627,abnormal heart morphology,,4.0,"LZTR1,NOONAN SYNDROME 10"
78,HP:0002967,cubitus valgus,,3.0,"LZTR1,NOONAN SYNDROME 10"
79,HP:0012758,neurodevelopmental delay,,3.0,"LZTR1,NOONAN SYNDROME 10"
80,HP:0012174,glioblastoma multiforme,,3.0,"LZTR1,NOONAN SYNDROME 10"
81,HP:0006721,acute lymphoblastic leukemia,,3.0,"LZTR1,NOONAN SYNDROME 10"
82,HP:0001744,splenomegaly,,2.0,"LZTR1,NOONAN SYNDROME 10"
83,HP:0100543,cognitive impairment,,2.0,"LZTR1,NOONAN SYNDROME 10"
84,HP:0000218,high palate,,2.0,"LZTR1,NOONAN SYNDROME 10"
85,HP:0045075,sparse eyebrow,,2.0,"LZTR1,NOONAN SYNDROME 10"
86,HP:0000271,abnormality of the face,,2.0,"LZTR1,NOONAN SYNDROME 10"
87,HP:0000962,hyperkeratosis,,2.0,"LZTR1,NOONAN SYNDROME 10"
88,HP:0000307,pointed chin,,2.0,"LZTR1,NOONAN SYNDROME 10"
89,HP:0010864,"intellectual disability, severe",,2.0,"LZTR1,NOONAN SYNDROME 10"
90,HP:0002650,scoliosis,,2.0,"LZTR1,NOONAN SYNDROME 10"
91,HP:0008689,bilateral cryptorchidism,,2.0,"LZTR1,NOONAN SYNDROME 10"
92,HP:0001789,hydrops fetalis,,2.0,"LZTR1,NOONAN SYNDROME 10"
93,HP:0001634,mitral valve prolapse,,2.0,"LZTR1,NOONAN SYNDROME 10"
94,HP:0011105,hypervolemia,,1.0,"LZTR1,NOONAN SYNDROME 10"
95,HP:0004808,acute myeloid leukemia,,1.0,"LZTR1,NOONAN SYNDROME 10"
96,HP:0011412,ventouse delivery,,1.0,"LZTR1,NOONAN SYNDROME 10"
97,HP:0012393,allergy,,1.0,"LZTR1,NOONAN SYNDROME 10"
98,HP:0004969,peripheral pulmonary artery stenosis,,1.0,"LZTR1,NOONAN SYNDROME 10"
99,HP:0020083,furuncle,,1.0,"LZTR1,NOONAN SYNDROME 10"
100,HP:0010780,hyperacusis,,1.0,"LZTR1,NOONAN SYNDROME 10"
101,HP:0000678,dental crowding,,1.0,"LZTR1,NOONAN SYNDROME 10"
102,HP:0030148,heart murmur,,1.0,"LZTR1,NOONAN SYNDROME 10"
103,HP:0002190,choroid plexus cyst,,1.0,"LZTR1,NOONAN SYNDROME 10"
104,HP:0100495,mastocytosis,,1.0,"LZTR1,NOONAN SYNDROME 10"
105,HP:0100256,senile plaques,,1.0,"LZTR1,NOONAN SYNDROME 10"
106,HP:0020172,adverse drug response,,1.0,"LZTR1,NOONAN SYNDROME 10"
107,HP:0009592,astrocytoma,,1.0,"LZTR1,NOONAN SYNDROME 10"
108,HP:0007874,almond-shaped palpebral fissure,,1.0,"LZTR1,NOONAN SYNDROME 10"
109,HP:0007099,arnold-chiari type i malformation,,1.0,"LZTR1,NOONAN SYNDROME 10"
110,HP:0003396,syringomyelia,,1.0,"LZTR1,NOONAN SYNDROME 10"
111,HP:0003189,long nose,,1.0,"LZTR1,NOONAN SYNDROME 10"
112,HP:0002212,curly hair,,1.0,"LZTR1,NOONAN SYNDROME 10"
113,HP:0001943,hypoglycemia,,1.0,"LZTR1,NOONAN SYNDROME 10"
114,HP:0030802,lower eyelid retraction,,1.0,"LZTR1,NOONAN SYNDROME 10"
115,HP:0001511,intrauterine growth retardation,,1.0,"LZTR1,NOONAN SYNDROME 10"
116,HP:0001510,growth delay,,1.0,"LZTR1,NOONAN SYNDROME 10"
117,HP:0001028,hemangioma,,1.0,"LZTR1,NOONAN SYNDROME 10"
118,HP:0002202,pleural effusion,,1.0,"LZTR1,NOONAN SYNDROME 10"
119,HP:0000431,wide nasal bridge,,1.0,"LZTR1,NOONAN SYNDROME 10"
120,HP:0000294,low anterior hairline,,1.0,"LZTR1,NOONAN SYNDROME 10"
121,HP:0000233,thin vermilion border,,1.0,"LZTR1,NOONAN SYNDROME 10"
122,HP:0000219,thin upper lip vermilion,,1.0,"LZTR1,NOONAN SYNDROME 10"
123,HP:0040169,loose anagen hair,,1.0,"LZTR1,NOONAN SYNDROME 10"
124,HP:0002373,febrile seizures,,1.0,"LZTR1,NOONAN SYNDROME 10"
125,HP:0001643,patent ductus arteriosus,,1.0,"LZTR1,NOONAN SYNDROME 10"
126,HP:0000582,upslanted palpebral fissure,,1.0,"LZTR1,NOONAN SYNDROME 10"
127,HP:0002069,generalized tonic-clonic seizures,,1.0,"LZTR1,NOONAN SYNDROME 10"
128,HP:0001999,abnormal facial shape,,1.0,"LZTR1,NOONAN SYNDROME 10"
129,HP:0001558,decreased fetal movement,,1.0,"LZTR1,NOONAN SYNDROME 10"
130,HP:0001347,hyperreflexia,,1.0,"LZTR1,NOONAN SYNDROME 10"
131,HP:0001276,hypertonia,,1.0,"LZTR1,NOONAN SYNDROME 10"
132,HP:0000914,shield chest,,1.0,"LZTR1,NOONAN SYNDROME 10"
133,HP:0000635,blue irides,,1.0,"LZTR1,NOONAN SYNDROME 10"
134,HP:0000455,broad nasal tip,,1.0,"LZTR1,NOONAN SYNDROME 10"
135,HP:0000337,broad forehead,,1.0,"LZTR1,NOONAN SYNDROME 10"
136,HP:0000331,short chin,,1.0,"LZTR1,NOONAN SYNDROME 10"
137,HP:0000280,coarse facial features,,1.0,"LZTR1,NOONAN SYNDROME 10"
138,HP:0002808,kyphosis,,1.0,"LZTR1,NOONAN SYNDROME 10"
139,HP:0003198,myopathy,,1.0,"LZTR1,NOONAN SYNDROME 10"
140,HP:0003781,excessive salivation,,1.0,"LZTR1,NOONAN SYNDROME 10"
141,HP:0000407,sensorineural hearing impairment,,1.0,"LZTR1,NOONAN SYNDROME 10"
142,HP:0000574,thick eyebrow,,1.0,"LZTR1,NOONAN SYNDROME 10"
143,HP:0000414,bulbous nose,,1.0,"LZTR1,NOONAN SYNDROME 10"
144,HP:0000343,long philtrum,,1.0,"LZTR1,NOONAN SYNDROME 10"
145,HP:0100008,schwannoma,,1.0,"LZTR1,NOONAN SYNDROME 10"
146,HP:0001892,abnormal bleeding,,1.0,"LZTR1,NOONAN SYNDROME 10"
147,HP:0000118,phenotypic abnormality,,1.0,"LZTR1,NOONAN SYNDROME 10"
148,HP:0000077,abnormality of the kidney,,1.0,"LZTR1,NOONAN SYNDROME 10"
149,HP:0005099,severe hydrops fetalis,,1.0,"LZTR1,NOONAN SYNDROME 10"
150,HP:0011537,left atrial isomerism,,1.0,"LZTR1,NOONAN SYNDROME 10"
151,HP:0008443,spinal deformities,,1.0,"LZTR1,NOONAN SYNDROME 10"
152,HP:0007970,congenital ptosis,,1.0,"LZTR1,NOONAN SYNDROME 10"
153,HP:0006970,periventricular leukomalacia,,1.0,"LZTR1,NOONAN SYNDROME 10"
154,HP:0005151,preductal coarctation of the aorta,,1.0,"LZTR1,NOONAN SYNDROME 10"
155,HP:0100625,enlarged thorax,,1.0,"LZTR1,NOONAN SYNDROME 10"
0,HP:0001357,plagiocephaly,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
1,HP:0000750,delayed speech and language development,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
2,HP:0005469,flat occiput,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
3,HP:0002301,hemiplegia,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
4,HP:0006895,lower limb hypertonia,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
5,HP:0007165,periventricular heterotopia,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
6,HP:0001212,prominent fingertip pads,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
7,HP:0002360,sleep disturbance,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
8,HP:0100023,recurrent hand flapping,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
9,HP:0002714,downturned corners of mouth,1.0,5.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
10,HP:0000316,hypertelorism,1.0,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
11,HP:0030051,tip-toe gait,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
12,HP:0005487,prominent metopic ridge,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
13,HP:0000717,autism,1.0,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
14,HP:0002188,delayed cns myelination,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
15,HP:0002019,constipation,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
16,HP:0011343,moderate global developmental delay,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
17,HP:0001250,seizures,1.0,12.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
18,HP:0011344,severe global developmental delay,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
19,HP:0000954,single transverse palmar crease,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
20,HP:0005280,depressed nasal bridge,1.0,,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
21,HP:0001371,flexion contracture,1.0,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
22,HP:0000589,coloboma,,11.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
23,HP:0000431,wide nasal bridge,,9.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
24,HP:0000482,microcornea,,8.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
25,HP:0001510,growth delay,,7.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
26,HP:0000659,peters anomaly,,6.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
27,HP:0000219,thin upper lip vermilion,,6.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
28,HP:0000319,smooth philtrum,,6.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
29,HP:0001249,intellectual disability,,6.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
30,HP:0007957,corneal opacity,,6.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
31,HP:0000568,microphthalmia,,5.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
32,HP:0000612,iris coloboma,,5.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
33,HP:0002079,hypoplasia of the corpus callosum,,5.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
34,HP:0001320,cerebellar vermis hypoplasia,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
35,HP:0030680,abnormality of cardiovascular system morphology,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
36,HP:0001643,patent ductus arteriosus,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
37,HP:0000028,cryptorchidism,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
38,HP:0000369,low-set ears,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
39,HP:0001252,muscular hypotonia,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
40,HP:0001629,ventricular septal defect,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
41,HP:0000119,abnormality of the genitourinary system,,4.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
42,HP:0001321,cerebellar hypoplasia,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
43,HP:0003510,severe short stature,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
44,HP:0001631,atrial septal defect,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
45,HP:0000347,micrognathia,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
46,HP:0000924,abnormality of the skeletal system,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
47,HP:0000609,optic nerve hypoplasia,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
48,HP:0000474,thickened nuchal skin fold,,3.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
49,HP:0030890,hyperintensity of cerebral white matter on mri,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
50,HP:0000348,high forehead,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
51,HP:0020154,nevus comedonicus,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
52,HP:0010864,"intellectual disability, severe",,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
53,HP:0000126,hydronephrosis,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
54,HP:0000233,thin vermilion border,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
55,HP:0000322,short philtrum,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
56,HP:0000391,thickened helices,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
57,HP:0000365,hearing impairment,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
58,HP:0005180,tricuspid regurgitation,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
59,HP:0000407,sensorineural hearing impairment,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
60,HP:0000426,prominent nasal bridge,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
61,HP:0000448,prominent nose,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
62,HP:0000527,long eyelashes,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
63,HP:0001655,patent foramen ovale,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
64,HP:0009879,simplified gyral pattern,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
65,HP:0000271,abnormality of the face,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
66,HP:0002020,gastroesophageal reflux,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
67,HP:0006931,lipoma of corpus callosum,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
68,HP:0009904,prominent ear helix,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
69,HP:0012057,superficial spreading melanoma,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
70,HP:0001159,syndactyly,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
71,HP:0007651,ectropion of lower eyelids,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
72,HP:0001999,abnormal facial shape,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
73,HP:0002365,hypoplasia of the brainstem,,2.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
74,HP:0012032,lipoma,,1.5,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
75,HP:0001012,multiple lipomas,,1.5,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
76,HP:0002406,limb dysmetria,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
77,HP:0010055,broad hallux,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
78,HP:0010490,abnormality of the palmar creases,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
79,HP:0002510,spastic tetraplegia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
80,HP:0011623,muscular ventricular septal defect,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
81,HP:0006610,wide intermamillary distance,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
82,HP:0002282,gray matter heterotopia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
83,HP:0002197,generalized-onset seizure,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
84,HP:0002104,apnea,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
85,HP:0032407,bilateral perisylvian polymicrogyria,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
86,HP:0001883,talipes,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
87,HP:0001845,overlapping toe,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
88,HP:0100543,cognitive impairment,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
89,HP:0002098,respiratory distress,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
90,HP:0032391,subcortical heterotopia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
91,HP:0011968,feeding difficulties,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
92,HP:0012110,hypoplasia of the pons,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
93,HP:0004209,clinodactyly of the 5th finger,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
94,HP:0003623,neonatal onset,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
95,HP:0003470,paralysis,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
96,HP:0003186,inverted nipples,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
97,HP:0007633,bilateral microphthalmos,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
98,HP:0030048,colpocephaly,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
99,HP:0002948,vertebral fusion,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
100,HP:0002908,conjugated hyperbilirubinemia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
101,HP:0002808,kyphosis,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
102,HP:0030148,heart murmur,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
103,HP:0002566,intestinal malrotation,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
104,HP:0002527,falls,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
105,HP:0007707,congenital aphakia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
106,HP:0007759,opacification of the corneal stroma,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
107,HP:0007906,ocular hypertension,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
108,HP:0011220,prominent forehead,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
109,HP:0000013,hypoplasia of the uterus,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
110,HP:0001388,joint laxity,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
111,HP:0004325,decreased body weight,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
112,HP:0002878,respiratory failure,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
113,HP:0002758,osteoarthritis,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
114,HP:0002650,scoliosis,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
115,HP:0002119,ventriculomegaly,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
116,HP:0002090,pneumonia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
117,HP:0001626,abnormality of the cardiovascular system,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
118,HP:0001522,death in infancy,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
119,HP:0001305,dandy-walker malformation,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
120,HP:0001156,brachydactyly,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
121,HP:0001093,optic nerve dysplasia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
122,HP:0000925,abnormality of the vertebral column,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
123,HP:0000567,chorioretinal coloboma,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
124,HP:0000501,glaucoma,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
125,HP:0000478,abnormality of the eye,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
126,HP:0000476,cystic hygroma,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
127,HP:0000403,recurrent otitis media,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
128,HP:0000202,oral cleft,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
129,HP:0001274,agenesis of corpus callosum,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
130,HP:0003560,muscular dystrophy,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
131,HP:0000081,duplicated collecting system,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
132,HP:0008807,acetabular dysplasia,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
133,HP:0001263,global developmental delay,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
134,HP:0001196,short umbilical cord,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
135,HP:0000733,stereotypy,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
136,HP:0000588,optic nerve coloboma,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
137,HP:0000572,visual loss,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
138,HP:0000480,retinal coloboma,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
139,HP:0100598,pulmonary edema,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
140,HP:0000072,hydroureter,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
141,HP:0000047,hypospadias,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
142,HP:0000041,chordee,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
143,HP:0200055,small hand,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
144,HP:0040195,decreased head circumference,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
145,HP:0012448,delayed myelination,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
146,HP:0012447,abnormal myelination,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
147,HP:0011822,broad chin,,1.0,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
148,HP:0000598,abnormality of the ear,,0.6666666666666666,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
149,HP:0000356,abnormality of the outer ear,,0.6666666666666666,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
150,HP:0008572,external ear malformation,,0.6666666666666666,"WDR37,SYNDROMIC INTELLECTUAL DISABILITY"
0,HP:0000750,delayed speech and language development,3.0,9.0,"USP7,USP7-related developmental disorder (monoallelic)"
1,HP:0000322,short philtrum,1.0,,"USP7,USP7-related developmental disorder (monoallelic)"
2,HP:0001513,obesity,1.0,,"USP7,USP7-related developmental disorder (monoallelic)"
