name	HPO.term	HPO.label	HPO.level	gene	disease.name	literature_model	ddd_model	OV	OVG
9959	HP:0012610	Abnormality of urinary uric acid concentration	7						
9960	HP:0011935	Decreased urinary urate	8						
9961	HP:0011936	Decreased plasma total carnitine	9						
9962	HP:0011937	Hypoplastic fifth toenail	8	SRCAP;SETD5;EHMT1	FLOATING-HARBOR SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 23;Kleefstra syndrome		DDD:56x;DDD:52x;DDD:20x	DDD	DDD:56x;DDD:52x;DDD:20x
9963	HP:0011939	3-4 finger cutaneous syndactyly	11						
9964	HP:0011940	Anterior wedging of T12	10						
9965	HP:0011941	Anterior wedging of L2	10						
9966	HP:0011942	Increased urinary sulfite	7						
9967	HP:0011943	Increased urinary thiosulfate	7						
9968	HP:0011944	Small vessel vasculitis	7						
9969	HP:0011945	Bronchiolitis obliterans organizing pneumonia	6						
9970	HP:0011946	Bronchiolitis obliterans	6	KMT2D	KMT2D multiple malformations disorder	LIT:39x		LIT	LIT:39x
9971	HP:0011948	Recurrent acute respiratory tract infection	7						
9972	HP:0011949	Acute infectious pneumonia	8						
9973	HP:0011950	Bronchiolitis	8	HDAC8	Cornelia de Lange Syndrome HDAC8 X-linked dominant;CORNELIA DE LANGE-LIKE SYNDROME HDAC8 XLR		DDD:26x;DDD:25x	DDD	DDD:26x;DDD:25x
9974	HP:0011952	Acute aspiration pneumonia	8						
9975	HP:0011953	Pulmonary lymphoma	6						
9976	HP:0011954	Nodular regenerative hyperplasia of liver	6						
9977	HP:0011955	Hepatic granulomatosis	9						
9978	HP:0011956	Intestinal lymphoid nodular hyperplasia	6						
9979	HP:0011959	Unilateral hypoplasia of pectoralis major muscle	7						
9980	HP:0011960	Substantia nigra gliosis	11						
9981	HP:0011961	Non-obstructive azoospermia	9						
9982	HP:0011962	Obstructive azoospermia	9						
9983	HP:0011963	Pretesticular azoospermia	9						
9984	HP:0011964	Intermittent painful muscle spasms	6						
9985	HP:0011966	Elevated plasma citrulline	8						
9986	HP:0011967	Decreased circulating copper concentration	8						
9987	HP:0011969	Elevated circulating luteinizing hormone level	10						
9988	HP:0011970	Cerebral amyloid angiopathy	4						
9989	HP:0410134	Physical urticaria	8						
9990	HP:0011971	Dermatographic urticaria	9						
9991	HP:0031884	Abnormal CSF glucose level	7						
9992	HP:0011972	Hypoglycorrhachia	8						
9993	HP:0011973	Paroxysmal lethargy	7						
9994	HP:0011974	Myelofibrosis	5						
9995	HP:0011975	Aminoglycoside-induced hearing loss	6						
9996	HP:0011977	Elevated urinary homovanillic acid	10						
9997	HP:0011978	Elevated urinary vanillylmandelic acid	10						
9998	HP:0011979	Elevated urinary dopamine	9						
9999	HP:0011980	Cholesterol gallstones	9						
10000	HP:0011981	Pigment gallstones	9						
10001	HP:0011982	Black pigment gallstones	10						
10002	HP:0011983	Brown pigment gallstones	10						
10003	HP:0011984	Atretic gallbladder	9						
10004	HP:0011985	Acholic stools	7						
10005	HP:0011987	Ectopic ossification in muscle tissue	8						
10006	HP:0011988	Ectopic ossification in tendon tissue	8						
10007	HP:0011989	Ectopic ossification in ligament tissue	8						
10008	HP:0011995	Atrial septal dilatation	7						
10009	HP:0011996	Elevated coagulation factor V activity	7						
10010	HP:0011997	Postprandial hyperlactemia	7						
10011	HP:0011998	Postprandial hyperglycemia	7						
10012	HP:0011999	Paranoia	6						
10013	HP:0012000	EEG with generalized spikes	10						
10014	HP:0012001	EEG with generalized polyspikes	10						
10015	HP:0033346	Psychic epileptic aura	8						
10016	HP:0012002	Experiential epileptic aura	9						
10017	HP:0012003	Affective epileptic aura	9						
10018	HP:0012004	Focal cognitive seizure with deja vu/jamais vu	10						
10019	HP:0032680	Focal cognitive seizure	7						
10020	HP:0012005	Deja vu aura	11						
10021	HP:0012006	Jamais vu aura	11						
10022	HP:0033347	Cognitive epileptic aura	9						
10023	HP:0012007	Focal cognitive seizure with hallucination	10						
10024	HP:0012008	Focal cognitive seizure with illusion	10						
10025	HP:0012009	EEG with central focal spike waves	11						
10026	HP:0012010	EEG with frontal focal spike waves	11						
10027	HP:0012011	EEG with occipital focal spike waves	11						
10028	HP:0012012	EEG with parietal focal spike waves	11						
10029	HP:0012013	EEG with temporal focal spike waves	11						
10030	HP:0012014	EEG with central focal spikes	11						
10031	HP:0012015	EEG with frontal focal spikes	11						
10032	HP:0012016	EEG with occipital focal spikes	11						
10033	HP:0012017	EEG with parietal focal spikes	11						
10034	HP:0012018	EEG with temporal focal spikes	11						
10035	HP:0012019	Lens luxation	7						
10036	HP:0012021	Persistent patent ductus venosus	4						
10037	HP:0012022	Congenital portosystemic venous shunt	4						
10038	HP:0012023	Galactosuria	8						
10039	HP:0012024	Hypergalactosemia	5						
10040	HP:0012025	Abnormal circulating ornithine concentration	7						
10041	HP:0012026	Hyperornithinemia	8						
10042	HP:0012027	Laryngeal edema	7						
10043	HP:0012028	Hepatocellular adenoma	6						
10044	HP:0012030	Increased urinary cortisol level	4						
10045	HP:0012033	Sacral lipoma	8						
10046	HP:0012034	Liposarcoma	7						
10047	HP:0012035	Steatocystoma multiplex	5						
10048	HP:0012036	Sternocleidomastoid amyotrophy	7						
10049	HP:0012037	Pectoralis amyotrophy	7						
10050	HP:0012038	Corneal guttata	8						
10051	HP:0012039	Descemet Membrane Folds	8						
10052	HP:0012040	Corneal stromal edema	7						
10053	HP:0012042	Aspirin-induced asthma	6						
10054	HP:0012044	Seesaw nystagmus	8						
10055	HP:0012045	Retinal flecks	8						
10056	HP:0012046	Areflexia of upper limbs	8						
10057	HP:0012047	Hemeralopia	5						
10058	HP:0012048	Oromandibular dystonia	8						
10059	HP:0012049	Laryngeal dystonia	7						
10060	HP:0012050	Anasarca	7	PTPN11	LEOPARD SYNDROME TYPE 1	LIT:45x		LIT	LIT:45x
10061	HP:0012051	Reactive hypoglycemia	7	ZC4H2;SMC1A	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY;EPILEPTIC ENCEPHALOPATHY	LIT:74x;LIT:55x		LIT	LIT:74x;LIT:55x
10062	HP:0012052	Low serum calcitriol	6						
10063	HP:0012053	Low serum calcifediol	6						
10064	HP:0012054	Choroidal melanoma	6						
10065	HP:0012055	Ciliary body melanoma	6						
10066	HP:0012056	Cutaneous melanoma	5						
10067	HP:0012057	Superficial spreading melanoma	6	WDR37	SYNDROMIC INTELLECTUAL DISABILITY	LIT:68x		LIT	LIT:68x
10068	HP:0012058	Nodular melanoma	6						
10069	HP:0012059	Lentigo maligna melanoma	6						
10070	HP:0012060	Acral lentiginous melanoma	6						
10071	HP:0012061	Urinary excretion of sialylated oligosaccharides	9						
10072	HP:0012063	Aneurysmal bone cyst	7	STXBP1;ADNP	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:57x;LIT:0x		LIT	LIT:57x;LIT:0x
10073	HP:0012064	Unicameral bone cyst	7						
10074	HP:0012065	Multiple bony cystic lesions	7						
10075	HP:0012066	Increased urinary disaccharide excretion	9						
10076	HP:0012068	Aspartylglucosaminuria	8						
10077	HP:0012069	Keratan sulfate excretion in urine	9						
10078	HP:0012070	Chondroitin sulfate excretion in urine	9						
10079	HP:0012071	Abnormal circulating acetylcarnitine concentration	8						
10080	HP:0012073	Abnormal urinary acylglycine profile	9						
10081	HP:0012074	Tonic pupil	5						
10082	HP:0012075	Personality disorder	6	SCN2A;POGZ	BENIGN FAMILIAL NEONATAL INFANTILE SEIZURES;INFANTILE EPILEPTIC ENCEPHALOPATHY;INTELLECTUAL DISABILITY	LIT:51x;LIT:50x;LIT:43x		LIT	LIT:51x;LIT:50x;LIT:43x
10083	HP:0012076	Borderline personality disorder	7						
10084	HP:0012077	Histrionic personality disorder	7						
10085	HP:0012078	Motor conduction block	9						
10086	HP:0012079	Abnormality of central motor conduction	5						
10087	HP:0012080	Cerebellar granular layer atrophy	10						
10088	HP:0012081	Enlarged cerebellum	9						
10089	HP:0012082	Cerebellar Purkinje layer atrophy	10						
10090	HP:0012083	Ubiquitin-positive cerebral inclusion bodies	9						
10091	HP:0012085	Pyuria	7						
10092	HP:0012087	Abnormal mitochondrial shape	6						
10093	HP:0012088	Abnormal urinary odor	7						
10094	HP:0012095	Multiple joint dislocation	7	KMT2D	KMT2D multiple malformations disorder;KABUKI SYNDROME		DDD:39x;DDD:38x	DDD	DDD:39x;DDD:38x
10095	HP:0012096	Intracranial epidermoid cyst	7						
10096	HP:0012097	Intracranial dermoid cyst	7	DYRK1A	MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 7		DDD:18x	DDD	DDD:18x
10097	HP:0012098	Edema of the dorsum of feet	7	MECP2;KCNQ2	MENTAL RETARDATION SYNDROMIC X-LINKED TYPE 13;RETT SYNDROME (RTT)[;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 7;BENIGN NEONATAL EPILEPSY TYPE 1		DDD:41x;DDD:40x;DDD:33x;DDD:32x	DDD	DDD:41x;DDD:40x;DDD:33x;DDD:32x
10098	HP:0012101	Decreased serum creatinine	6						
10099	HP:0012102	Abnormal mitochondrial number	6						
10100	HP:0012104	Parietal cortical atrophy	11						
10101	HP:0012105	Occipital cortical atrophy	11						
10102	HP:0012106	Rhizomelic leg shortening	9	PTPN11	NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1		DDD:46x;DDD:45x	DDD	DDD:46x;DDD:45x
10103	HP:0012107	Increased fibular diameter	9						
10104	HP:0012108	Open angle glaucoma	5						
10105	HP:0012109	Angle closure glaucoma	5						
10106	HP:0012112	Abnormal circulating corticosterone level	5						
10107	HP:0012113	Abnormal circulating creatine concentration	4						
10108	HP:0012114	Endometrial carcinoma	10						
10109	HP:0012117	Hyperalbuminemia	6						
10110	HP:0100605	Neoplasm of the larynx	6						
10111	HP:0012118	Laryngeal carcinoma	7	SATB2	GLASS SYNDROME	LIT:48x		LIT	LIT:48x
10112	HP:0012119	Methemoglobinemia	5						
10113	HP:0012120	Methylmalonic aciduria	10						
10114	HP:0012121	Panuveitis	8						
10115	HP:0012123	Posterior uveitis	8						
10116	HP:0012124	Intermediate uveitis	8						
10117	HP:0100787	Prostate neoplasm	8						
10118	HP:0012125	Prostate cancer	9	ATRX	ALPHA-THALASSEMIA MENTAL RETARDATION SYNDROME X-LINKED NON-DELETION TYPE	LIT:5x		LIT	LIT:5x
10119	HP:0012126	Stomach cancer	7	ARID1B	MENTAL RETARDATION, AUTOSOMAL DOMINANT 12	LIT:3x		LIT	LIT:3x
10120	HP:0033162	Abnormal urinary pyrimidine level	8						
10121	HP:0012127	Uraciluria	9						
10122	HP:0012128	Basal ganglia necrosis	10						
10123	HP:0012129	Abnormality of bone marrow stromal cells	4						
10124	HP:0012131	Abnormal number of erythroid precursors	4						
10125	HP:0012132	Erythroid hyperplasia	5						
10126	HP:0012133	Erythroid hypoplasia	5						
10127	HP:0012134	Dysplastic erythropoesis	4						
10128	HP:0012135	Abnormal granulocytopoietic cell morphology	4						
10129	HP:0012136	Dysplastic granulopoesis	5						
10130	HP:0012137	Abnormal number of granulocyte precursors	5						
10131	HP:0012138	Granulocytic hyperplasia	6						
10132	HP:0012139	Granulocytic hypoplasia	6						
10133	HP:0012142	Pancreatic squamous cell carcinoma	6						
10134	HP:0012144	Abnormal monocyte morphology	7						
10135	HP:0012147	Reduced quantity of Von Willebrand factor	6						
10136	HP:0012148	Multiple lineage myelodysplasia	6						
10137	HP:0012149	Bilineage myelodysplasia	6						
10138	HP:0012151	Hemothorax	6						
10139	HP:0012152	Foveoschisis	9						
10140	HP:0012153	Hypotriglyceridemia	6						
10141	HP:0012154	Anhedonia	6	WDR45	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION	LIT:65x		LIT	LIT:65x
10142	HP:0012155	Decreased corneal sensation	6						
10143	HP:0012156	Hemophagocytosis	8						
10144	HP:0012158	Carotid artery dissection	8						
10145	HP:0012160	Intracranial internal carotid artery dissection	10						
10146	HP:0012161	External carotid artery dissection	9						
10147	HP:0012162	Common carotid artery dissection	9						
10148	HP:0012163	Carotid artery dilatation	8						
10149	HP:0012164	Asterixis	5						
10150	HP:0012166	Skin-picking	8	SRCAP;SATB2;FOXP1	FLOATING-HARBOR SYNDROME;GLASS SYNDROME;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES	LIT:56x;LIT:48x;LIT:22x		LIT	LIT:56x;LIT:48x;LIT:22x
10151	HP:0012167	Hair-pulling	8	TCF4;SYNGAP1;GRIN2B	PITT-HOPKINS SYNDROME;MENTAL RETARDATION AUTOSOMAL DOMINANT TYPE 5;MENTAL RETARDATION, AUTOSOMAL DOMINANT 6	LIT:62x;LIT:58x;LIT:23x		LIT	LIT:62x;LIT:58x;LIT:23x
10152	HP:0012168	Head-banging	8	SATB2;MECP2;IQSEC2;CTNNB1;ADNP	GLASS SYNDROME;RETT SYNDROME (RTT)[;MENTAL RETARDATION X-LINKED TYPE 1;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19;MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:48x;LIT:40x;LIT:28x;LIT:12x;LIT:0x		LIT	LIT:48x;LIT:40x;LIT:28x;LIT:12x;LIT:0x
10153	HP:0012169	Self-biting	8	FOXP1;CTNNB1	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES;MENTAL RETARDATION, AUTOSOMAL DOMINANT 19	LIT:22x;LIT:12x		LIT	LIT:22x;LIT:12x
10154	HP:0012170	Nail-biting	9	FOXP1	MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES	LIT:22x		LIT	LIT:22x
10155	HP:0012171	Stereotypical hand wringing	7						
10156	HP:0012172	Stereotypical body rocking	7						
10157	HP:0012173	Orthostatic tachycardia	6						
10158	HP:0012174	Glioblastoma multiforme	8	LZTR1	NOONAN SYNDROME 10	LIT:67x		LIT	LIT:67x
10159	HP:0012175	Resistance to activated protein C	6						
10160	HP:0012176	Abnormal natural killer cell morphology	7						
10161	HP:0012177	Abnormal natural killer cell physiology	5						
10162	HP:0012178	Reduced natural killer cell activity	6						
10163	HP:0012180	Cystic medial necrosis	7						
10164	HP:0012181	Entrapment neuropathy	6						
10165	HP:0012182	Oropharyngeal squamous cell carcinoma	6						
10166	HP:0012183	Hyperplastic colonic polyposis	9						
10167	HP:0012184	Increased HDL cholesterol concentration	8						
10168	HP:0012185	Constrictive median neuropathy	7	KAT6A	MENTAL RETARDATION, AUTOSOMAL DOMINANT 32	LIT:29x		LIT	LIT:29x
10169	HP:0012186	Entrapment neuropathy of the ulnar nerve at elbow	7						
10170	HP:0012187	Increased erythrocyte protoporphyrin concentration	5						
10171	HP:0012188	Hyperemesis gravidarum	4	SMC1A	CORNELIA DE LANGE SYNDROME TYPE 2	LIT:54x		LIT	LIT:54x
10172	HP:0012189	Hodgkin lymphoma	6	TCF4	PITT-HOPKINS SYNDROME	LIT:62x		LIT	LIT:62x
10173	HP:0012539	Non-Hodgkin lymphoma	6	KMT2D	KABUKI SYNDROME	LIT:38x		LIT	LIT:38x
10174	HP:0012191	B-cell lymphoma	7	KMT2A;FOXP1	WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION WITH LANGUAGE IMPAIRMENT AND AUTISTIC FEATURES	LIT:37x;LIT:22x		LIT	LIT:37x;LIT:22x
10175	HP:0012192	Cutaneous T-cell lymphoma	8						
10176	HP:0012193	Anaplastic large-cell lymphoma	8						
10177	HP:0012194	Episodic hemiplegia	9						
10178	HP:0012195	Irregular respiration	5	STXBP1;MECP2	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;RETT SYNDROME (RTT)[	LIT:57x;LIT:40x		LIT	LIT:57x;LIT:40x
10179	HP:0012196	Cheyne-Stokes respiration	5						
10180	HP:0012197	Insulinoma	9						
10181	HP:0012198	Juvenile colonic polyposis	9						
10182	HP:0012199	Cluster headache	5						
10183	HP:0030984	Abnormal serum bile acid concentration	6						
10184	HP:0012202	Increased serum bile acid concentration	7						
10185	HP:0012203	Onychomycosis	7						
10186	HP:0012204	Recurrent vulvovaginal candidiasis	10						
10187	HP:0012205	Globozoospermia	9						
10188	HP:0012206	Abnormal sperm motility	7						
10189	HP:0012207	Reduced sperm motility	8						
10190	HP:0012208	Immotile sperm	8						
10191	HP:0012209	Juvenile myelomonocytic leukemia	8	PTPN11	NOONAN SYNDROME 1;LEOPARD SYNDROME TYPE 1	LIT:46x;LIT:45x		LIT	LIT:46x;LIT:45x
10192	HP:0012212	Abnormal glomerular filtration rate	7						
10193	HP:0012213	Decreased glomerular filtration rate	8	SRCAP	FLOATING-HARBOR SYNDROME	LIT:56x		LIT	LIT:56x
10194	HP:0012214	Increased glomerular filtration rate	8						
10195	HP:0012215	Testicular microlithiasis	8						
10196	HP:0012216	Entrapment neuropathy of suprascapular nerve	7						
10197	HP:0012217	Increased urinary porphobilinogen	7						
10198	HP:0012218	Alveolar soft part sarcoma	6						
10199	HP:0012219	Erythema nodosum	7						
10200	HP:0012220	Non-caseating epithelioid cell granulomatosis	9						
10201	HP:0012221	Pretibial blistering	6						
10202	HP:0012222	Arachnoid hemangiomatosis	6						
10203	HP:0012223	Splenic rupture	7						
10204	HP:0012224	Circulating immune complexes	5						
10205	HP:0012225	Oligodontia of primary teeth	12						
10206	HP:0012226	Ovarian teratoma	9						
10207	HP:0012227	Urethral stricture	10						
10208	HP:0012228	Tension-type headache	5						
10209	HP:0012229	CSF pleocytosis	6						
10210	HP:0012230	Rhegmatogenous retinal detachment	8						
10211	HP:0012231	Exudative retinal detachment	8						
10212	HP:0012232	Shortened QT interval	7	TRIO	INTELLECTUAL DISABILITY	LIT:63x		LIT	LIT:63x
10213	HP:0012233	Intramuscular hematoma	5						
10214	HP:0012235	Drug-induced agranulocytosis	11						
10215	HP:0040127	Abnormal sweat homeostasis	4						
10216	HP:0012236	Elevated sweat chloride	5						
10217	HP:0012237	Urocanic aciduria	10						
10218	HP:0012238	Increased circulating chylomicron concentration	8						
10219	HP:0032385	Abnormal circulating transferrin level	7						
10220	HP:0012239	Atransferrinemia	8						
10221	HP:0012240	Increased intramyocellular lipid droplets	7						
10222	HP:0012241	Levator palpebrae superioris atrophy	10						
10223	HP:3000072	Abnormal levator palpebrae superioris morphology	9						
10224	HP:0012242	Superior rectus atrophy	9						
10225	HP:0012244	Abnormal sex determination	5						
10226	HP:0012245	Sex reversal	6						
10227	HP:0012246	Oculomotor nerve palsy	6						
10228	HP:0012247	Specific anosmia	8						
10229	HP:0012248	Prolonged PR interval	7						
10230	HP:0012249	Abnormal ST segment	6						
10231	HP:0012250	ST segment depression	7						
10232	HP:0012251	ST segment elevation	7						
10233	HP:0012254	Ewing sarcoma	5						
10234	HP:0012255	Dynein arm defect of respiratory motile cilia	6						
10235	HP:0200106	Absent/shortened dynein arms	7						
10236	HP:0012256	Absent outer dynein arms	8						
10237	HP:0012257	Absent inner dynein arms	8						
10238	HP:0012258	Abnormal axonemal organization of respiratory motile cilia	6						
10239	HP:0012259	Absent inner and outer dynein arms	9						
10240	HP:0012260	Abnormal central microtubular pair morphology of respiratory motile cilia	6						
10241	HP:0012261	Abnormal respiratory motile cilium physiology	4						
10242	HP:0012262	Abnormal ciliary motility	5						
10243	HP:0012263	Immotile cilia	6						
10244	HP:0012264	Absent central microtubular pair morphology of respiratory motile cilia	6						
10245	HP:0012265	Ciliary dyskinesia	6						
10246	HP:0012266	T-wave alternans	7						
10247	HP:0012267	Absent respiratory ciliary axoneme radial spokes	6						
10248	HP:0012268	Myxoid liposarcoma	8						
10249	HP:0012270	Decreased muscle glycogen content	7						
10250	HP:0012271	Episodic upper airway obstruction	5						
10251	HP:0012272	J wave	6						
10252	HP:0012273	Increased carotid artery intimal medial thickness	8						
10253	HP:0012274	Autosomal dominant inheritance with paternal imprinting	3						
10254	HP:0012275	Autosomal dominant inheritance with maternal imprinting	3						
10255	HP:0012276	Digital flexor tenosynovitis	6						
10256	HP:0012277	Hypoglycinemia	9						
10257	HP:0012278	Abnormal circulating serine concentration	8						
10258	HP:0012279	Hyposerinemia	9						
10259	HP:0012280	Hepatic amyloidosis	6						
10260	HP:0012281	Chylous ascites	5						
10261	HP:0012282	Morbilliform rash	8						
10262	HP:0012283	Small distal femoral epiphysis	12						
10263	HP:0012284	Small proximal tibial epiphyses	12						
10264	HP:0012287	Hypothalamic luteinizing hormone-releasing hormone deficiency	9						
10265	HP:0012288	Neoplasm of head and neck	4						
10266	HP:0012289	Facial neoplasm	5						
10267	HP:0012290	Mouth neoplasm	5						
10268	HP:0012292	Fusion of gums	10						
10269	HP:0012293	Abnormal genital pigmentation	6						
10270	HP:0012294	Abnormality of the occipital bone	7						
10271	HP:0012295	Slender middle phalanx of finger	11						
10272	HP:0012296	Slender distal phalanx of finger	11						
10273	HP:0012297	Slender proximal phalanx of finger	11						
10274	HP:0012298	Long middle phalanx of finger	11						
10275	HP:0012299	Long distal phalanx of finger	11						
10276	HP:0012300	Ureteral agenesis	7						
10277	HP:0012301	Type II transferrin isoform profile	8						
10278	HP:0012302	Herpes simplex encephalitis	5						
10279	HP:0012304	Hypoplastic aortic arch	9	ADNP	MENTAL RETARDATION, AUTOSOMAL DOMINANT, 28	LIT:0x		LIT	LIT:0x
10280	HP:0012307	Spatulate ribs	10						
10281	HP:0012308	Decreased serum complement C9	8						
10282	HP:0012309	Cutaneous amyloidosis	4						
10283	HP:0012310	Abnormal monocyte count	8						
10284	HP:0012311	Monocytosis	9						
10285	HP:0012312	Monocytopenia	9						
10286	HP:0012313	Heberden's node	12						
10287	HP:0012314	Bouchard's node	12						
10288	HP:0012315	Histiocytoma	5						
10289	HP:0012317	Sacroiliac arthritis	10						
10290	HP:0100781	Abnormality of the sacroiliac joint	9						
10291	HP:0012318	Occipital neuralgia	5						
10292	HP:0033345	Neuralgia	4						
10293	HP:0012319	Absent pigmentation of the abdomen	8						
10294	HP:0012320	Absent pigmentation of the limbs	8						
10295	HP:0032278	2-hydroxyglutarate aciduria	10						
10296	HP:0012321	D-2-hydroxyglutaric aciduria	11						
10297	HP:0012322	Perifolliculitis	7						
10298	HP:0012323	Sleep myoclonus	7						
10299	HP:0012325	Chronic myelomonocytic leukemia	8						
10300	HP:0012326	Abnormal celiac artery morphology	7						
10301	HP:0012327	Celiac artery compression	8						
10302	HP:0012328	Cementoma	10						
10303	HP:0012329	Tufted angioma	6						
10304	HP:0012330	Pyelonephritis	8	GATA3;WDR45;MED13L;KMT2A;DYNC1H1	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION;INTELLECTUAL DISABILITY;WIEDEMANN-STEINER SYNDROME;SEVERE ID WITH NEURONAL MIGRATION DISORDER	LIT:76x;LIT:65x;LIT:42x;LIT:37x;LIT:17x		LIT	LIT:76x;LIT:65x;LIT:42x;LIT:37x;LIT:17x
10305	HP:0012331	Abnormal autonomic nervous system morphology	5						
10306	HP:0012333	Abnormal sudomotor regulation	6						
10307	HP:0012334	Extrahepatic cholestasis	7						
10308	HP:0012335	Abnormality of folate metabolism	6						
10309	HP:0012338	Abnormal energy expenditure	4						
10310	HP:0012339	Increased resting energy expenditure	5						
10311	HP:0012340	Decreased resting energy expenditure	5						
10312	HP:0012341	Microprolactinoma	11						
10313	HP:0012342	Macroprolactinoma	11						
10314	HP:0012343	Decreased serum ferritin	6						
10315	HP:0012344	Morphea	6						
10316	HP:0012345	Abnormal glycosylation	4						
10317	HP:0012348	Decreased galactosylation of N-linked protein glycosylation	7						
10318	HP:0012349	Abnormal sialylation of N-linked protein glycosylation	7						
10319	HP:0012350	Decreased sialylation of N-linked protein glycosylation	8						
10320	HP:0012351	Increased sialylation of N-linked protein glycosylation	8						
10321	HP:0012352	Abnormal fucosylation of protein N-linked glycosylation	7						
10322	HP:0012353	Decreased fucosylation of N-linked protein glycosylation	8						
10323	HP:0012354	Increased fucosylation of N-linked protein glycosylation	8						
10324	HP:0012355	Abnormal mannosylation of N-linked protein glycosylation	7						
10325	HP:0012356	Decreased mannosylation of N-linked protein glycosylation	8						
10326	HP:0012357	Increased mannosylation of N-linked protein glycosylation	8						
10327	HP:0012358	Abnormal protein O-linked glycosylation	6						
10328	HP:0012359	Abnormal fucosylation of O-linked protein glycosylation	7						
10329	HP:0012360	Decreased fucosylation of O-linked protein glycosylation	8						
10330	HP:0012361	Increased fucosylation of O-linked protein glycosylation	8						
10331	HP:0012362	Abnormal sialylation of O-linked protein glycosylation	7						
10332	HP:0012363	Decreased sialylation of O-linked protein glycosylation	8						
10333	HP:0012364	Decreased urinary potassium	8						
10334	HP:0012365	Hypophosphaturia	8	GATA3	HYPOPARATHYROIDISM, SENSORINEURAL DEAFNESS, AND RENAL DISEASE	LIT:76x		LIT	LIT:76x
10335	HP:0012366	Basilar invagination	9						
10336	HP:0012367	Extra fontanelles	10						
10337	HP:0012368	Flat face	6	KMT2A;KAT6A;HUWE1;EHMT1	WIEDEMANN-STEINER SYNDROME;MENTAL RETARDATION, AUTOSOMAL DOMINANT 32;MENTAL RETARDATION SYNDROMIC X-LINKED TURNER TYPE;Kleefstra syndrome	LIT:37x;LIT:29x;LIT:27x;LIT:20x		LIT	LIT:37x;LIT:29x;LIT:27x;LIT:20x
10338	HP:0012370	Prominence of the zygomatic bone	9						
10339	HP:0012371	Hyperplasia of midface	6						
10340	HP:0012375	Chemosis	9						
10341	HP:0012376	Microphakia	8						
10342	HP:0012377	Hemianopia	7						
10343	HP:0012378	Fatigue	3	GNB2;DNM1L;TCF4;TCF20;STXBP1;SMC1A;KMT2D;AHDC1	GNB2-related developmental disorder (monoallelic);DNM1L-related developmental disorder (monoallelic);PITT-HOPKINS SYNDROME;TCF20 syndrome;EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4;EPILEPTIC ENCEPHALOPATHY;KMT2D multiple malformations disorder;XIA-GIBBS SYNDROME	LIT:71x;LIT:66x;LIT:62x;LIT:61x;LIT:57x;LIT:55x;LIT:39x;LIT:1x		LIT	LIT:71x;LIT:66x;LIT:62x;LIT:61x;LIT:57x;LIT:55x;LIT:39x;LIT:1x
10344	HP:0012380	Reduced carnitine O-palmitoyltransferase level	4						
10345	HP:0012381	Delayed self-feeding during toddler years	6						
10346	HP:0012382	Left-to-right shunt	6	MED13L;KAT6B	INTELLECTUAL DISABILITY;GENITOPATELLAR SYNDROME	LIT:42x;LIT:30x		LIT	LIT:42x;LIT:30x
10347	HP:0012383	Bidirectional shunt	6						
10348	HP:0012386	Absent hallux	13						
10349	HP:0012388	Acute bronchitis	7						
10350	HP:0012389	Appendicular hypotonia	7	STXBP1	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE TYPE 4	LIT:57x		LIT	LIT:57x
10351	HP:0012390	Anal fissure	7						
10352	HP:0012391	Hyporeflexia of upper limbs	8						
10353	HP:0012392	Jaw hyporeflexia	8						
10354	HP:0045037	Abnormality of jaw muscles	7						
10355	HP:0012394	Iodine contrast allergy	6						
10356	HP:0012395	Seasonal allergy	6	CREBBP	RUBINSTEIN-TAYBI SYNDROME TYPE 1	LIT:11x		LIT	LIT:11x
10357	HP:0012396	Biliary dyskinesia	8						
10358	HP:0012397	Aortic atherosclerotic lesion	9						
10359	HP:0012398	Peripheral edema	6						
10360	HP:0012399	Pressure ulcer	7						
10361	HP:0012400	Abnormal aldolase level	4						
10362	HP:0012401	Abnormal urine alpha-ketoglutarate concentration	7						
10363	HP:0012402	Increased urine alpha-ketoglutarate concentration	8						
10364	HP:0012403	Decreased urine alpha-ketoglutarate concentration	8						
